,zip,year,month,datetime,City,State,Metro,CountyName,year-month,zri_x,zri_y
35851,20814,2019,8,2019-08-01,Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-08,1996.251749881171,2078.0
35852,20814,2019,9,2019-09-01,Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-09,2003.672443341046,2091.0
35853,20814,2019,10,2019-10-01,Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-10,2009.7613544566573,2128.0
35854,20814,2019,11,2019-11-01,Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-11,2016.6669292081729,2091.0
35855,20814,2019,12,2019-12-01,Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-12,2020.247094020772,2115.0
35916,20850,2019,1,2019-01-01,Rockville,MD,Washington-Arlington-Alexandria,Montgomery County,2019-01,1860.7841012447614,1852.0
35917,20850,2019,2,2019-02-01,Rockville,MD,Washington-Arlington-Alexandria,Montgomery County,2019-02,1862.0519281318718,1853.0
35918,20850,2019,3,2019-03-01,Rockville,MD,Washington-Arlington-Alexandria,Montgomery County,2019-03,1863.1796126858176,1855.0
35919,20850,2019,4,2019-04-01,Rockville,MD,Washington-Arlington-Alexandria,Montgomery County,2019-04,1861.8009923414133,1857.0
35920,20850,2019,5,2019-05-01,Rockville,MD,Washington-Arlington-Alexandria,Montgomery County,2019-05,1862.1883572347806,1860.0
35921,20850,2019,6,2019-06-01,Rockville,MD,Washington-Arlington-Alexandria,Montgomery County,2019-06,1863.085312804879,1863.0
35922,20850,2019,7,2019-07-01,Rockville,MD,Washington-Arlington-Alexandria,Montgomery County,2019-07,1864.0176410853635,1876.0
35923,20850,2019,8,2019-08-01,Rockville,MD,Washington-Arlington-Alexandria,Montgomery County,2019-08,1865.645153480705,1898.0
35924,20850,2019,9,2019-09-01,Rockville,MD,Washington-Arlington-Alexandria,Montgomery County,2019-09,1867.6976345265914,1921.0
35925,20850,2019,10,2019-10-01,Rockville,MD,Washington-Arlington-Alexandria,Montgomery County,2019-10,1870.2620929431691,1924.0
35926,20850,2019,11,2019-11-01,Rockville,MD,Washington-Arlington-Alexandria,Montgomery County,2019-11,1871.4650846420145,1916.9999999999998
35927,20850,2019,12,2019-12-01,Rockville,MD,Washington-Arlington-Alexandria,Montgomery County,2019-12,1872.310303071273,1910.0
35988,20852,2019,1,2019-01-01,North Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-01,1779.3162341741686,1791.0
35989,20852,2019,2,2019-02-01,North Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-02,1785.310771054154,1801.0
35990,20852,2019,3,2019-03-01,North Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-03,1788.9235075113695,1807.0
35991,20852,2019,4,2019-04-01,North Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-04,1790.301033161371,1807.0
35992,20852,2019,5,2019-05-01,North Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-05,1791.0951948575726,1810.0
35993,20852,2019,6,2019-06-01,North Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-06,1792.4699584865116,1811.0
35994,20852,2019,7,2019-07-01,North Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-07,1793.626671675876,1808.9999999999998
35995,20852,2019,8,2019-08-01,North Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-08,1796.2206311613663,1820.0
35996,20852,2019,9,2019-09-01,North Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-09,1798.7448674051143,1829.0
35997,20852,2019,10,2019-10-01,North Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-10,1801.7140790554877,1851.0000000000002
35998,20852,2019,11,2019-11-01,North Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-11,1803.0624563339543,1848.0
35999,20852,2019,12,2019-12-01,North Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-12,1803.854412970359,1852.9999999999998
36060,20878,2019,1,2019-01-01,Gaithersburg,MD,Washington-Arlington-Alexandria,Montgomery County,2019-01,1700.6976302799692,1671.0
36061,20878,2019,2,2019-02-01,Gaithersburg,MD,Washington-Arlington-Alexandria,Montgomery County,2019-02,1697.981020470343,1657.0
36062,20878,2019,3,2019-03-01,Gaithersburg,MD,Washington-Arlington-Alexandria,Montgomery County,2019-03,1695.3631221481235,1655.0
36063,20878,2019,4,2019-04-01,Gaithersburg,MD,Washington-Arlington-Alexandria,Montgomery County,2019-04,1692.9374693762127,1653.0
36064,20878,2019,5,2019-05-01,Gaithersburg,MD,Washington-Arlington-Alexandria,Montgomery County,2019-05,1690.4604738304695,1658.0
36065,20878,2019,6,2019-06-01,Gaithersburg,MD,Washington-Arlington-Alexandria,Montgomery County,2019-06,1689.660644462127,1673.0
36066,20878,2019,7,2019-07-01,Gaithersburg,MD,Washington-Arlington-Alexandria,Montgomery County,2019-07,1690.7772039479396,1689.0
36067,20878,2019,8,2019-08-01,Gaithersburg,MD,Washington-Arlington-Alexandria,Montgomery County,2019-08,1692.234607645362,1699.0
36068,20878,2019,9,2019-09-01,Gaithersburg,MD,Washington-Arlington-Alexandria,Montgomery County,2019-09,1692.3056231816875,1695.0
36069,20878,2019,10,2019-10-01,Gaithersburg,MD,Washington-Arlington-Alexandria,Montgomery County,2019-10,1691.6370483113453,1722.0
36070,20878,2019,11,2019-11-01,Gaithersburg,MD,Washington-Arlington-Alexandria,Montgomery County,2019-11,1691.0394238571355,1711.0
36071,20878,2019,12,2019-12-01,Gaithersburg,MD,Washington-Arlington-Alexandria,Montgomery County,2019-12,1691.0114466381667,1701.0
36132,20902,2019,1,2019-01-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-01,1721.9512895303415,1750.0
36133,20902,2019,2,2019-02-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-02,1725.7160889516651,1771.0
36134,20902,2019,3,2019-03-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-03,1731.4620126635305,1777.0
36135,20902,2019,4,2019-04-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-04,1738.3866668811017,1769.0
36136,20902,2019,5,2019-05-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-05,1744.230479957217,1755.9999999999998
36137,20902,2019,6,2019-06-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-06,1749.0001788325956,1746.0
36138,20902,2019,7,2019-07-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-07,1753.1577641119761,1741.0
36139,20902,2019,8,2019-08-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-08,1757.5842047764856,1733.0
36140,20902,2019,9,2019-09-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-09,1762.2693383245837,1729.0
36141,20902,2019,10,2019-10-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-10,1765.4973784074577,1772.0
36142,20902,2019,11,2019-11-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-11,1767.9189039340465,1815.0
36143,20902,2019,12,2019-12-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-12,1770.0654763431378,1858.0
36204,20906,2019,1,2019-01-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-01,1579.9356217273726,1587.0
36205,20906,2019,2,2019-02-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-02,1583.8227255636198,1594.0000000000002
36206,20906,2019,3,2019-03-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-03,1587.0928315403658,1587.0
36207,20906,2019,4,2019-04-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-04,1589.1941602787779,1577.0
36208,20906,2019,5,2019-05-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-05,1589.29095911933,1569.0
36209,20906,2019,6,2019-06-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-06,1588.423202219486,1562.0
36210,20906,2019,7,2019-07-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-07,1586.8585731997507,1559.0
36211,20906,2019,8,2019-08-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-08,1586.3218803031277,1562.0
36212,20906,2019,9,2019-09-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-09,1585.937983783511,1576.0
36213,20906,2019,10,2019-10-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-10,1586.1319189694386,1621.0
36214,20906,2019,11,2019-11-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-11,1586.8536749661057,1618.0
36215,20906,2019,12,2019-12-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-12,1587.8643240731567,1623.0
36276,20910,2019,1,2019-01-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-01,1711.051061429443,1724.0
36277,20910,2019,2,2019-02-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-02,1712.3284131272362,1718.9999999999998
36278,20910,2019,3,2019-03-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-03,1714.7791621117813,1736.0000000000002
36279,20910,2019,4,2019-04-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-04,1717.8474445211248,1756.9999999999998
36280,20910,2019,5,2019-05-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-05,1722.2541717240451,1774.0000000000002
36281,20910,2019,6,2019-06-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-06,1726.1228472780779,1785.0
36282,20910,2019,7,2019-07-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-07,1729.8358899098534,1791.0
36283,20910,2019,8,2019-08-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-08,1732.3491118112872,1798.9999999999998
36284,20910,2019,9,2019-09-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-09,1735.088845196333,1805.0
36285,20910,2019,10,2019-10-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-10,1737.1205459902228,1817.0000000000002
36286,20910,2019,11,2019-11-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-11,1739.1072526091762,1821.0
36287,20910,2019,12,2019-12-01,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,2019-12,1741.1948041613014,1819.9999999999998
36348,21043,2019,1,2019-01-01,Ellicott City,MD,Baltimore-Columbia-Towson,Howard County,2019-01,1558.987997417255,1566.0
36349,21043,2019,2,2019-02-01,Ellicott City,MD,Baltimore-Columbia-Towson,Howard County,2019-02,1569.9244965530077,1566.0
36350,21043,2019,3,2019-03-01,Ellicott City,MD,Baltimore-Columbia-Towson,Howard County,2019-03,1578.216402442743,1561.9999999999998
36351,21043,2019,4,2019-04-01,Ellicott City,MD,Baltimore-Columbia-Towson,Howard County,2019-04,1585.1074402781703,1563.0
36352,21043,2019,5,2019-05-01,Ellicott City,MD,Baltimore-Columbia-Towson,Howard County,2019-05,1591.1153443768133,1573.0
36353,21043,2019,6,2019-06-01,Ellicott City,MD,Baltimore-Columbia-Towson,Howard County,2019-06,1594.9102356538847,1584.0
36354,21043,2019,7,2019-07-01,Ellicott City,MD,Baltimore-Columbia-Towson,Howard County,2019-07,1599.9358990598444,1611.0
36355,21043,2019,8,2019-08-01,Ellicott City,MD,Baltimore-Columbia-Towson,Howard County,2019-08,1605.384162188603,1641.0
36356,21043,2019,9,2019-09-01,Ellicott City,MD,Baltimore-Columbia-Towson,Howard County,2019-09,1609.88366749815,1676.0
36357,21043,2019,10,2019-10-01,Ellicott City,MD,Baltimore-Columbia-Towson,Howard County,2019-10,1614.2700914138197,1723.0
36358,21043,2019,11,2019-11-01,Ellicott City,MD,Baltimore-Columbia-Towson,Howard County,2019-11,1618.238996087103,1709.0
36359,21043,2019,12,2019-12-01,Ellicott City,MD,Baltimore-Columbia-Towson,Howard County,2019-12,1620.4963182610516,1697.0
36420,21044,2019,1,2019-01-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-01,1648.1902385966487,1631.0
36421,21044,2019,2,2019-02-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-02,1646.795924054447,1629.0
36422,21044,2019,3,2019-03-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-03,1646.5394252541214,1624.0
36423,21044,2019,4,2019-04-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-04,1647.2840606229292,1621.0
36424,21044,2019,5,2019-05-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-05,1648.0980300331632,1621.0
36425,21044,2019,6,2019-06-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-06,1648.7958058923732,1618.0
36426,21044,2019,7,2019-07-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-07,1649.056774959154,1618.0
36427,21044,2019,8,2019-08-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-08,1649.1378741680303,1617.0
36428,21044,2019,9,2019-09-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-09,1648.8688127296514,1620.0
36429,21044,2019,10,2019-10-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-10,1648.7339436951283,1643.0
36430,21044,2019,11,2019-11-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-11,1648.7151002610788,1680.0
36431,21044,2019,12,2019-12-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-12,1648.9325585930235,1680.0
36492,21046,2019,1,2019-01-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-01,1654.432547613376,1645.0
36493,21046,2019,2,2019-02-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-02,1655.7710250838386,1637.0
36494,21046,2019,3,2019-03-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-03,1657.165970451876,1631.0
36495,21046,2019,4,2019-04-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-04,1660.5039689057317,1640.0
36496,21046,2019,5,2019-05-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-05,1663.4414653718188,1640.0
36497,21046,2019,6,2019-06-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-06,1667.2417010544418,1634.0
36498,21046,2019,7,2019-07-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-07,1669.872649601396,1628.0
36499,21046,2019,8,2019-08-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-08,1670.3798022429348,1635.0
36500,21046,2019,9,2019-09-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-09,1670.233842834573,1644.0
36501,21046,2019,10,2019-10-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-10,1669.357073485455,1674.0
36502,21046,2019,11,2019-11-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-11,1669.483024037232,1699.0
36503,21046,2019,12,2019-12-01,Columbia,MD,Baltimore-Columbia-Towson,Howard County,2019-12,1671.2140799727508,1724.0
36564,21061,2019,1,2019-01-01,Glen Burnie,MD,Baltimore-Columbia-Towson,Anne Arundel County,2019-01,1451.8560468778135,1463.0
36565,21061,2019,2,2019-02-01,Glen Burnie,MD,Baltimore-Columbia-Towson,Anne Arundel County,2019-02,1454.492993737137,1470.0
36566,21061,2019,3,2019-03-01,Glen Burnie,MD,Baltimore-Columbia-Towson,Anne Arundel County,2019-03,1454.7304162836322,1468.0
36567,21061,2019,4,2019-04-01,Glen Burnie,MD,Baltimore-Columbia-Towson,Anne Arundel County,2019-04,1453.1225272209888,1467.0
36568,21061,2019,5,2019-05-01,Glen Burnie,MD,Baltimore-Columbia-Towson,Anne Arundel County,2019-05,1452.8336237461858,1468.0
36569,21061,2019,6,2019-06-01,Glen Burnie,MD,Baltimore-Columbia-Towson,Anne Arundel County,2019-06,1450.83465832147,1468.0
36570,21061,2019,7,2019-07-01,Glen Burnie,MD,Baltimore-Columbia-Towson,Anne Arundel County,2019-07,1448.7537571526289,1469.0
36571,21061,2019,8,2019-08-01,Glen Burnie,MD,Baltimore-Columbia-Towson,Anne Arundel County,2019-08,1447.2215773320102,1463.0
36572,21061,2019,9,2019-09-01,Glen Burnie,MD,Baltimore-Columbia-Towson,Anne Arundel County,2019-09,1445.4183008459117,1451.0
36573,21061,2019,10,2019-10-01,Glen Burnie,MD,Baltimore-Columbia-Towson,Anne Arundel County,2019-10,1444.0282763842204,1456.0
36574,21061,2019,11,2019-11-01,Glen Burnie,MD,Baltimore-Columbia-Towson,Anne Arundel County,2019-11,1442.3707749854868,1427.0
36575,21061,2019,12,2019-12-01,Glen Burnie,MD,Baltimore-Columbia-Towson,Anne Arundel County,2019-12,1440.6394270762214,1421.0
36636,21117,2019,1,2019-01-01,Owings Mills,MD,Baltimore-Columbia-Towson,Baltimore County,2019-01,1358.7178013147156,1346.0
36637,21117,2019,2,2019-02-01,Owings Mills,MD,Baltimore-Columbia-Towson,Baltimore County,2019-02,1360.010738686704,1341.0
36638,21117,2019,3,2019-03-01,Owings Mills,MD,Baltimore-Columbia-Towson,Baltimore County,2019-03,1359.4708266669063,1338.0
36639,21117,2019,4,2019-04-01,Owings Mills,MD,Baltimore-Columbia-Towson,Baltimore County,2019-04,1358.2038453352645,1339.0
36640,21117,2019,5,2019-05-01,Owings Mills,MD,Baltimore-Columbia-Towson,Baltimore County,2019-05,1358.0324869770864,1345.0
36641,21117,2019,6,2019-06-01,Owings Mills,MD,Baltimore-Columbia-Towson,Baltimore County,2019-06,1359.3844596603685,1348.0
36642,21117,2019,7,2019-07-01,Owings Mills,MD,Baltimore-Columbia-Towson,Baltimore County,2019-07,1361.308517562829,1352.0
36643,21117,2019,8,2019-08-01,Owings Mills,MD,Baltimore-Columbia-Towson,Baltimore County,2019-08,1363.0956193497764,1356.0
36644,21117,2019,9,2019-09-01,Owings Mills,MD,Baltimore-Columbia-Towson,Baltimore County,2019-09,1365.2863758856613,1364.0
36645,21117,2019,10,2019-10-01,Owings Mills,MD,Baltimore-Columbia-Towson,Baltimore County,2019-10,1366.9956591207301,1386.0
36646,21117,2019,11,2019-11-01,Owings Mills,MD,Baltimore-Columbia-Towson,Baltimore County,2019-11,1367.7191608075375,1409.0
36647,21117,2019,12,2019-12-01,Owings Mills,MD,Baltimore-Columbia-Towson,Baltimore County,2019-12,1370.5181653723043,1409.0
36708,21202,2019,1,2019-01-01,Baltimore,MD,Baltimore-Columbia-Towson,Baltimore City,2019-01,1245.343202427575,1232.0
36709,21202,2019,2,2019-02-01,Baltimore,MD,Baltimore-Columbia-Towson,Baltimore City,2019-02,1249.5219674241134,1221.0
